aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,FG_latest,References,Pata&Hunt_traitValue,filter_or_not,campbell_diet,same_or_not,Global_totalAbundance,Global_relativeAbundance,NAtlantic_totalAbundance,NAtlantic_relativeAbundance,AusCPR_totalAbundance,AusCPR_relativeAbundance,NPacific_totalAbundance,NPacific_relativeAbundance,SOCPR_totalAbundance,SOCPR_relativeAbundance,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
325379,Hyperiella antarctica,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella,Hyperiella antarctica,urn:lsid:marinespecies.org:taxname:325379,"Hyperiella antarctica Bovallius, 1887",Amphipod,Hyperiella antarctica,carnivore,[1] Hyperiid,not determined,0,NA,NA,51,1.1123624837653558e-8,NA,NA,NA,NA,NA,NA,51,2.09698480722172e-6,17,1.1372592345356956e-8,NA,NA,NA,NA,NA,NA,17,2.0962150371369154e-6
325387,Hyperiella macronyx,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperiella macronyx,NA,urn:lsid:marinespecies.org:taxname:325387,"Hyperiella macronyx (Walker, 1906)",Amphipod,Hyperiella macronyx,carnivore,[1] Hyperiid,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6667,4.460063127440872e-10,0.6667,8.46029106629046e-7,NA,NA,NA,NA,NA,NA
103256,Hyperoche medusarum,Hyperoche medusarum,97,"(KrÃ¶yer, 1838)",220,Species,101798,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,Hyperoche medusarum,urn:lsid:marinespecies.org:taxname:103256,"Hyperoche medusarum (KrÃ¶yer, 1838)",Amphipod,Hyperoche medusarum,carnivore,[1] Hyperiid,parasite; commensal,0,NA,NA,33,7.197639600834655e-9,NA,NA,NA,NA,NA,NA,33,1.356872522319936e-6,11,7.3587362234662655e-9,NA,NA,NA,NA,NA,NA,11,1.3563744357944747e-6
101798,Hyperoche,Hyperoche,95,"Bovallius, 1887",180,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperoche,NA,urn:lsid:marinespecies.org:taxname:101798,"Hyperoche Bovallius, 1887",Amphipod,Hyperoche sp.,carnivore,[1] Hyperiid,parasite; carnivore,0,NA,NA,9,1.962992618409451e-9,NA,NA,NA,NA,NA,NA,9,3.700561424508917e-7,3,2.0069280609453453e-9,NA,NA,NA,NA,NA,NA,3,3.699203006712204e-7
382879,Jasus edwardsii,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus edwardsii,urn:lsid:marinespecies.org:taxname:382879,"Jasus edwardsii (Hutton, 1875)",NA,Jasus edwardsii,NA,NA,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6667,4.460063127440872e-10,0.6667,8.46029106629046e-7,NA,NA,NA,NA,NA,NA
106827,Lucifer,Lucifer,2826,"Thompson, 1829",180,Genus,106730,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,NA,urn:lsid:marinespecies.org:taxname:106827,"Lucifer Thompson, 1829",Decapod,Lucifer spp.,carnivore,Vega-Pérez et al (1996; 10.1590/S1413-77391996000100001 ),not determined,0,NA,NA,5662,1.2349404672704794e-6,2322,5.300225776607193e-6,3331,0.002864457,9,2.217973890388418e-9,NA,NA,2221.4332,1.486085541531871e-6,2218.4332,0.00281514783007682,NA,NA,3,2.2174155944967043e-9,NA,NA
107122,Lucifer typus,Lucifer reynaudii,2827,"H. Milne Edwards, 1837",220,Species,106827,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,Lucifer typus,urn:lsid:marinespecies.org:taxname:107122,"Lucifer typus H. Milne Edwards, 1837",Decapod,Lucifer typus,carnivore,Derived at the genus level,not determined,0,NA,NA,124,2.7045676075863552e-8,NA,NA,124,1.0663245255500816e-4,NA,NA,NA,NA,82.6685,5.530324413542009e-8,82.6685,1.0490469056751657e-4,NA,NA,NA,NA,NA,NA
883869,Lucifer penicillifer,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,Lucifer penicillifer,urn:lsid:marinespecies.org:taxname:377462,"Lucifer penicillifer Hansen, 1919",NA,Lucifer penicillifer,carnivore,Derived at the genus level,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6667,4.460063127440872e-10,0.6667,8.46029106629046e-7,NA,NA,NA,NA,NA,NA
106992,Lysmata,Lysmata,2829,"Risso, 1816",180,Genus,883936,Animalia,Arthropoda,Malacostraca,Decapoda,Lysmatidae,Lysmata,NA,urn:lsid:marinespecies.org:taxname:106992,"Lysmata Risso, 1816",Decapod,Lysmata spp.,NA,NA,not determined,0,NA,NA,9,1.962992618409451e-9,NA,NA,9,7.739452201573172e-6,NA,NA,NA,NA,6.0001,4.013923019492722e-9,6.0001,7.614008163619228e-6,NA,NA,NA,NA,NA,NA
118403,Metacirolana spp.,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Metacirolana,NA,urn:lsid:marinespecies.org:taxname:118403,"Metacirolana Kussakin, 1979",Isopoda,Metacirolana spp.,carnivore,[I] Poore & Bruce (2012; 10.1371/journal.pone.0043529),not determined,0,NA,NA,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA,1.3333,8.919457278861428e-10,1.3333,1.6919313152369988e-6,NA,NA,NA,NA,NA,NA
101802,Mimonectes,Mimonectes,126,"Bovallius, 1885",180,Genus,101419,Animalia,Arthropoda,Malacostraca,Amphipoda,Mimonectidae,Mimonectes,NA,urn:lsid:marinespecies.org:taxname:101802,"Mimonectes Bovallius, 1885",Amphipod,Mimonectes spp.,carnivore,[1] Hyperiid,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6667,4.460063127440872e-10,0.6667,8.46029106629046e-7,NA,NA,NA,NA,NA,NA
392346,Munida gregaria,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida gregaria,urn:lsid:marinespecies.org:taxname:392346,"Munida gregaria (Fabricius, 1793)",NA,Munida gregaria,carnivore,Pérez-Barros et al. (2010; https://www.redalyc.org/pdf/479/47919217011.pdf),not determined,0,NA,NA,558,1.21705542341386e-7,NA,NA,NA,NA,NA,NA,558,2.2943480831955287e-5,186,1.244295397786114e-7,NA,NA,NA,NA,NA,NA,186,2.2935058641615665e-5
1128,Euphausiacea,Euphausiacea,3029,"Dana, 1852",100,Order,1089,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1128,"Euphausiacea Dana, 1852",Euphausiid,Euphausiacea,NA,Highly flexible diet; Sogawa et al. (2017; 10.1093/jcbiol/ruw014) ; [4] Berkes et al. (1975; http://www.jstor.org/stable/20102261); Suh & Choi (1998; 10.1023/A:1003435622123),omnivore,0,NA,NA,1274310,2.7794012484059425e-4,1067622,0.002436967,NA,NA,206688,5.0936509717400146e-5,NA,NA,68896,4.608977189563017e-5,NA,NA,NA,NA,68896,5.092368826614832e-5,NA,NA
1130,Decapoda,Decapoda,2738,"Latreille, 1802",100,Order,1089,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1130,"Decapoda Latreille, 1802",Decapod,Decapod larvae,NA,"[D] Anger (2001). The biology of decapod crustacean larvae -  detritivores, herbivores, carnivores, or omnivores",not determined,0,NA,NA,571805,1.2471655490773516e-4,519672,0.00118621,10163,0.008739561,39462,9.725076184723084e-6,2508,1.0312231169631515e-4,386200.2488000541,2.5835870548696744e-4,6771.2488,0.008592580730503976,365439.0000000541,NA,13154,9.72262824333655e-6,836,1.0308445712038009e-4
1205,Hyperiidea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1205,Hyperiidea,Amphipod,Hyperiidea indet,carnivore,[1] Hyperiid,not determined,0,NA,NA,527547,1.1506342965156122e-4,416931,9.516918317255012e-4,NA,NA,76374,1.882172643383611e-5,34242,0.00140794,349303.0000001022,2.33675330824199e-4,NA,NA,312431.0000001022,NA,25458,1.8816988734899033e-5,11414,0.001407423437287103
110671,Euphausiidae,Euphausiidae,3030,"Dana, 1852",140,Family,1128,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,urn:lsid:marinespecies.org:taxname:110671,"Euphausiidae Dana, 1850",Euphausiid,Euphausid larvae,NA,Highly flexible diet; Sogawa et al. (2017; 10.1093/jcbiol/ruw014) ; [4] Berkes et al. (1975; http://www.jstor.org/stable/20102261); Suh & Choi (1998; 10.1023/A:1003435622123),not determined,0,NA,NA,123579,2.6953851643380178e-5,NA,NA,10188,0.00876106,NA,NA,113391,0.004662337,44586.433600000004,2.982725490977213e-5,6789.4336,0.00861565688184375,NA,NA,NA,NA,37797,0.004660625868156705
101383,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted (paraphyletic),Amphipod,Gammaridea,omnivore,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA,NA,38472,8.391139112827602e-6,38472,8.78166606708148e-5,NA,NA,NA,NA,NA,NA,45164.0000000046,3.0213632981514934e-5,NA,NA,45164.0000000046,NA,NA,NA,NA,NA
149668,Mysida,Mysid,3570,"Boas, 1883",100,Order,1090,Animalia,Arthropoda,Malacostraca,Mysida,NA,NA,NA,urn:lsid:marinespecies.org:taxname:149668,"Mysida Boas, 1883",Mysid,Mysid,carnivore,[1],omnivore,0,NA,NA,22332,4.870839017146652e-6,21849,4.9872796293320656e-5,129,1.109321482225488e-4,354,8.724030635527778e-8,NA,NA,9890.8701000108,6.616754916958989e-6,85.8701,1.0896745761083973e-4,9687.0000000108,NA,118,8.721834671687038e-8,NA,NA
1137,Cumacea,Cumacea,5485,"KrÃ¸yer, 1846",100,Order,1090,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1137,"Cumacea KrÃ¸yer, 1846",NA,Cumacea,NA,"Blazewicz-Paszkowycz & Ligowski (2002) - mix of detritivores, herbivores, and carnivores",not determined,0,NA,NA,14602,3.184846468223868e-6,14397,3.2862769382348736e-5,1,8.599391335081303e-7,201,4.9534750218674664e-8,3,1.2335204748363058e-7,6801.666700001199,4.550151920476644e-6,0.6667,8.46029106629046e-7,6733.0000000012,NA,67,4.95222816104264e-8,1,1.2330676689040678e-7
106731,Sergestidae,Sergestidae,2985,"Dana, 1852",140,Family,106684,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,NA,NA,urn:lsid:marinespecies.org:taxname:106731,"Sergestidae Dana, 1852",Decapod,Sergestid protozoea,carnivore,[1],carnivore,0,NA,NA,7971,1.7385571290379708e-6,7110,1.6229373502014273e-5,279,2.3992301824876831e-4,438,1.0794139599890301e-7,144,5.920898279214267e-6,380.0141,2.5422032028163015e-7,186.01409999999998,2.360482118545163e-4,NA,NA,146,1.0791422559883962e-7,48,5.9187248107395264e-6
106673,Brachyura,Brachyura,2713,"Latreille, 1802",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106673,"Brachyura Latreille, 1802",Decapod,Brachyuran megalopa,NA,[D],not determined,0,NA,NA,1764,3.847465532082525e-7,NA,NA,1764,0.001516933,NA,NA,NA,NA,1175.6797,7.865015268712683e-7,1175.6797,0.0014919142736956725,NA,NA,NA,NA,NA,NA
1135,Amphipoda,Amphipoda,4,"Latreille, 1816",100,Order,1090,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1135,"Amphipoda Latreille, 1816",Amphipod,Amphipod,NA,Comprised of omni and carni,carnivore,0,NA,NA,1723,3.758040312799428e-7,0,0,1051,9.037960293170448e-4,NA,NA,672,2.763085863633325e-5,923.762,6.179746264783313e-7,699.762,8.879841303629136e-4,NA,NA,NA,NA,224,2.7620715783451123e-5
101417,Hyperiidae,Hyperiidae,92,"Dana, 1852",140,Family,155696,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,NA,NA,urn:lsid:marinespecies.org:taxname:101417,"Hyperiidae Dana, 1852",Amphipod,Hyperiid amphipod,carnivore,[1] Hyperiid,not determined,0,NA,NA,1227,2.676213269764886e-7,NA,NA,1227,0.001055145,NA,NA,NA,NA,819.6138,5.483019781193486e-7,819.6138,0.001040073692807616,NA,NA,NA,NA,NA,NA
1131,Isopoda,Isopoda,5684,"Latreille, 1817",100,Order,1090,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1131,"Isopoda Latreille, 1816",Isopoda,Isopod,NA,[I] Comprised of omni and carni,not determined,0,NA,NA,792,1.7274335042003173e-7,678,1.547611144073935e-6,66,5.67559828115366e-5,27,6.653921671165253e-9,21,8.634643323854139e-7,619.919200001,4.147110793335989e-7,43.9192,5.57325956800096e-5,560.000000001,NA,9,6.6522467834901134e-9,7,8.631473682328476e-7
196121,Caprelloidea,Caprelloidea,32,"Leach, 1814",130,Superfamily,719478,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:196121,"Caprelloidea Leach, 1814",Amphipod,Caprelloidea,NA,"Comprised of omni and carni (Guerra-García & Tierno de Figueroa, 2009; 10.1007/s00227-009-1220-3)",not determined,0,NA,NA,645,1.4068113765267738e-7,642,1.4654371010257614e-6,NA,NA,3,7.393246301294724e-10,NA,NA,1467.0000000002,9.813878218024077e-7,NA,NA,1466.0000000002,NA,1,7.391385314989015e-10,NA,NA
14355,Stomatopoda,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Stomatopoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:14355,Stomatopoda,NA,Stomatopod,carnivore,NA,not determined,0,NA,NA,610,1.3304727746997394e-7,321,7.327185505128807e-7,289,2.4852240958384963e-4,NA,NA,NA,NA,443.4456000003,2.9665447271444907e-7,192.44559999999998,2.442096580811321e-4,251.0000000003,NA,NA,NA,NA,NA
106674,Caridea,Caridea,2721,"Dana, 1852",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106674,"Caridea Dana, 1852",Decapod,Caridea megalopa larvae,NA,[D],not determined,0,NA,NA,199,4.340394789594231e-8,NA,NA,199,1.7112788756811794e-4,NA,NA,NA,NA,132.5044,8.864226618624213e-8,132.5044,1.681454614615536e-4,NA,NA,NA,NA,NA,NA
1207,Gammaridea,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridea,NA,NA,urn:lsid:marinespecies.org:taxname:1207,Unaccepted; Gammaridea,Amphipod,Gammarid amphipod,omnivore,Mancinelli (2012;  10.1016/j.ecss.2011.12.003),not determined,0,NA,NA,110,2.3992132002782185e-8,NA,NA,59,5.073640887697969e-5,45,1.108986945194209e-8,6,2.4670409496726115e-7,56.2386,3.7622274816093625e-8,39.2386,4.979300690471649e-5,NA,NA,15,1.1087077972483523e-8,2,2.4661353378081357e-7
196118,Oxycephalidae,Oxycephalidae,141,"Dana, 1852",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,NA,NA,urn:lsid:marinespecies.org:taxname:196118,"Oxycephalidae Dana, 1852",Amphipod,Oxycephalidae,carnivore,[1] Hyperiid,not determined,0,NA,NA,99,2.1592918802503972e-8,NA,NA,99,8.51339742173049e-5,NA,NA,NA,NA,66,4.415241734079759e-8,66,8.375269392157948e-5,NA,NA,NA,NA,NA,NA
106671,Anomura,Anomura,2706,"MacLeay, 1838",120,Infraorder,106670,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106671,"Anomura MacLeay, 1838",Decapod,Anomura megalopa larvae,NA,[D],not determined,0,NA,NA,84,1.8321264438488215e-8,NA,NA,84,7.223488721468295e-5,NA,NA,NA,NA,56.3808,3.7717403206182436e-8,56.3808,7.154611947657255e-5,NA,NA,NA,NA,NA,NA
1071,Malacostraca,Malacostraca,5768,"Latreille, 1802",60,Class,845959,Animalia,Arthropoda,Malacostraca,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1071,"Malacostraca Latreille, 1802",NA,Megalope,NA,NA,not determined,0,NA,NA,74,1.614016152914438e-8,NA,NA,74,6.363549587960165e-5,NA,NA,NA,NA,49.2736,3.296285683459886e-8,49.2736,6.252722332142938e-5,NA,NA,NA,NA,NA,NA
119822,Mysidae,Mysidae,3571,"Haworth, 1825",140,Family,149668,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,urn:lsid:marinespecies.org:taxname:119822,"Mysidae Haworth, 1825",Mysid,Mysidae indet,carnivore,[1],not determined,0,NA,NA,57,1.2432286583259858e-8,NA,NA,NA,NA,NA,NA,57,2.343688902188981e-6,19,1.2710544385987186e-8,NA,NA,NA,NA,NA,NA,19,2.342828570917729e-6
106734,Porcellanidae,Porcellanidae,2963,"Haworth, 1825",140,Family,106685,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA,urn:lsid:marinespecies.org:taxname:106734,"Porcellanidae Haworth, 1825",Decapod,Porcelain crab zoea,omnivore,NA,not determined,0,NA,NA,26,5.670867564293971e-9,NA,NA,26,2.2358417471211387e-5,NA,NA,NA,NA,17.2732,1.1555356594107046e-8,17.2732,2.1919348979488283e-5,NA,NA,NA,NA,NA,NA
136093,Squillidae,Squillidae,6083,"Latreille, 1802",140,Family,148541,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,NA,NA,urn:lsid:marinespecies.org:taxname:136093,"Squillidae Latreille, 1802",NA,Squillidae,carnivore,NA,not determined,0,NA,NA,10,2.181102909343835e-9,NA,NA,10,8.599391335081302e-6,NA,NA,NA,NA,6.6667,4.4598624346347776e-9,6.6667,8.459910372227181e-6,NA,NA,NA,NA,NA,NA
155698,Platysceloidea,Platysceloidea,180,"Spence Bate, 1862",130,Superfamily,1055272,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:155698,"Platysceloidea Spence Bate, 1862",Amphipod,Platysceloidea indet,carnivore,[1] Hyperiid,not determined,0,NA,NA,6,1.308661745606301e-9,NA,NA,NA,NA,NA,NA,6,2.4670409496726115e-7,2,1.33795204063023e-9,NA,NA,NA,NA,NA,NA,2,2.4661353378081357e-7
236598,Parascelidae,Parascelidae,157,"Bovallius, 1887",140,Family,155698,Animalia,Arthropoda,Malacostraca,Amphipoda,Parascelidae,NA,NA,urn:lsid:marinespecies.org:taxname:236598,"Parascelidae Bovallius, 1887",Amphipod,Parascelidae,carnivore,[1] Hyperiid,not determined,0,NA,NA,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA,3.3334,2.2299646661184045e-9,3.3334,4.230018635124137e-6,NA,NA,NA,NA,NA,NA
106800,Callianassidae,Callianassidae,2714,"Dana, 1852",140,Family,477324,Animalia,Arthropoda,Malacostraca,Decapoda,Callianassidae,NA,NA,urn:lsid:marinespecies.org:taxname:106800,"Callianassidae Dana, 1852",Decapod,Callianassidae zoea,NA,NA,not determined,0,NA,NA,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA,3.1293,2.0934266603720897e-9,3.1293,3.971019774072707e-6,NA,NA,NA,NA,NA,NA
106758,Leucosiidae,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,NA,NA,urn:lsid:marinespecies.org:taxname:106758,"Leucosiidae Samouelle, 1819",NA,Leucosiid zoea,NA,NA,not determined,0,NA,NA,4,8.724411637375341e-10,NA,NA,4,3.439756534032521e-6,NA,NA,NA,NA,2.6666,1.7838914557722857e-9,2.6666,3.3838626304739976e-6,NA,NA,NA,NA,NA,NA
101424,Scinidae,Scinidae,216,"Stebbing, 1888",140,Family,155687,Animalia,Arthropoda,Malacostraca,Amphipoda,Scinidae,NA,NA,urn:lsid:marinespecies.org:taxname:101424,"Scinidae Stebbing, 1888",Amphipod,Scinidae,carnivore,[1] Hyperiid,not determined,0,NA,NA,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA,1.3334,8.920126254881744e-10,1.3334,1.692058213258092e-6,NA,NA,NA,NA,NA,NA
106669,Dendrobranchiata,Dendrobranchiata,2739,"Spence Bate, 1888",110,Suborder,1130,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,urn:lsid:marinespecies.org:taxname:106669,"Dendrobranchiata Spence Bate, 1888",Decapod,Dendrobranchiata larvae,NA,[D],not determined,0,NA,NA,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA,1.3334,8.920126254881744e-10,1.3334,1.692058213258092e-6,NA,NA,NA,NA,NA,NA
106776,Alpheidae,Alpheidae,2702,"Rafinesque, 1815",140,Family,106709,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,NA,NA,urn:lsid:marinespecies.org:taxname:106776,"Alpheidae Rafinesque, 1815",Decapod,Alpheid zoea,NA,NA,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6259,4.1871209111523054e-10,0.6259,7.942547140229787e-7,NA,NA,NA,NA,NA,NA
514315,Nematocarcinus longirostris,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae ,Nematocarcinus,Nematocarcinus longirostris,urn:lsid:marinespecies.org:taxname:514315,"Nematocarcinus longirostris Spence Bate, 1888",NA,Nematocarcinus longirostris,NA,NA,not determined,0,NA,NA,12,2.617323491212602e-9,NA,NA,NA,NA,NA,NA,12,4.934081899345223e-7,4,2.67590408126046e-9,NA,NA,NA,NA,NA,NA,4,4.932270675616271e-7
110695,Nematoscelis megalops,Nematoscelis megalops,3038,"G.O. Sars, 1883",220,Species,110676,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nematoscelis,Nematoscelis megalops,urn:lsid:marinespecies.org:taxname:110695,"Hansarsia megalops (G.O. Sars, 1883)",Euphausiid,Nematoscelis megalops,carnivore,[E],not determined,0,NA,NA,178,3.882363178632026e-8,NA,NA,178,1.5306916576444718e-4,NA,NA,NA,NA,118.5998,7.934042221416858e-8,118.5998,1.5050079922061428e-4,NA,NA,NA,NA,NA,NA
237863,Nyctiphanes australis,Nyctiphanes australis,3040,"G.O. Sars, 1883",220,Species,110677,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nyctiphanes,Nyctiphanes australis,urn:lsid:marinespecies.org:taxname:237863,"Nyctiphanes australis G.O. Sars, 1883",Euphausiid,Nyctiphanes australis,omnivore,[UTAS-IMAS] Opportunistic feeder,not determined,0,NA,NA,11456,2.498671492944297e-6,NA,NA,296,2.545419835184066e-4,NA,NA,11160,4.588696166391057e-4,3917.3945,2.6206429826143198e-6,197.3945,2.5048971424701847e-4,NA,NA,NA,NA,3720,4.587011728323133e-4
110677,Nyctiphanes,Nyctiphanes,3039,"Sars, 1883",180,Genus,110671,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nyctiphanes,NA,urn:lsid:marinespecies.org:taxname:110677,"Nyctiphanes G.O. Sars, 1883",Euphausiid,Nyctiphanes spp.,omnivore,Opportunistic feeder,not determined,0,NA,NA,4,8.724411637375341e-10,NA,NA,4,3.439756534032521e-6,NA,NA,NA,NA,2.6667,1.7839583533743175e-9,2.6667,3.383989528495091e-6,NA,NA,NA,NA,NA,NA
107060,Panulirus,Phyllosoma,2906,"White, 1847",180,Genus,106794,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,NA,urn:lsid:marinespecies.org:taxname:107060,"Panulirus White, 1847",Decapod,Phyllosoma larvae,carnivore,NA,not determined,0,NA,NA,39,8.506301346440956e-9,NA,NA,39,3.353762620681708e-5,NA,NA,NA,NA,25.940199999999997,1.7353371762178145e-8,25.940199999999997,3.291760046764479e-5,NA,NA,NA,NA,NA,NA
236596,Paraphronima crassipes,Paraphronima crassipes,153,"Claus, 1879",220,Species,236595,Animalia,Arthropoda,Malacostraca,Amphipoda,Paraphronimidae,Paraphronima,Paraphronima crassipes,urn:lsid:marinespecies.org:taxname:236596,"Paraphronima crassipes Claus, 1879",Amphipod,Paraphronima crassipes,carnivore,[1] [P] Hyperiid,carnivore,0,NA,NA,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA,1.3333,8.919457278861428e-10,1.3333,1.6919313152369988e-6,NA,NA,NA,NA,NA,NA
101804,Phronima,Phronima,164,"Latreille, 1802",180,Genus,101420,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,NA,urn:lsid:marinespecies.org:taxname:101804,"Phronima Latreille, 1802",Amphipod,Phronima spp.,carnivore,[1] Hyperiid,not determined,0,NA,NA,360,7.851970473637806e-8,NA,NA,15,1.2899087002621954e-5,NA,NA,345,1.4185485460617517e-5,125.0005,8.362233702739954e-8,10.000499999999999,1.2690436599435689e-5,NA,NA,NA,NA,115,1.4180278192396782e-5
103273,Phrosina semilunata,Phrosina semilunata,175,"Risso, 1822",220,Species,101805,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Phrosina,Phrosina semilunata,urn:lsid:marinespecies.org:taxname:103273,"Phrosina semilunata Risso, 1822",Amphipod,Phrosina semilunata,carnivore,[1] Hyperiid,not determined,0,NA,NA,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA,2,1.33795204063023e-9,2,2.537960421866045e-6,NA,NA,NA,NA,NA,NA
155686,Physosomata,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Physosomata,NA,urn:lsid:marinespecies.org:taxname:155686,Physosomata,Amphipod,Physosomata,carnivore,[1] Hyperiid,not determined,0,NA,NA,6,1.308661745606301e-9,NA,NA,6,5.1596348010487815e-6,NA,NA,NA,NA,4.0001999999999995,2.676037876464523e-9,4.0001999999999995,5.076174639774276e-6,NA,NA,NA,NA,NA,NA
180759,Primno macropa,Euprimno macropa,198,"GuÃ©rin-MÃ©neville, 1836",220,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Primno macropa GuÃ©rin-MÃ©neville, 1836",Amphipod,Primno macropa,carnivore,[1] Hyperiid,not determined,0,NA,NA,4103,8.949065237037755e-7,NA,NA,95,8.169421768327238e-5,NA,NA,4008,1.6479833543813044e-4,1399.7655,9.364095535643972e-7,63.765499999999996,8.091715764024963e-5,NA,NA,NA,NA,1336,1.6473784056558348e-4
